Amostra,Rotacao,Pressao Oleo,Pressao Combustivel,Pressao Arrefecimento,Temperatura Oleo,Temperatura Arrefecimento,Condicao Motor
4792,535,3.09,3.95,2.89,75.92,73.02,1
4793,451,3.11,6.27,2.30,74.48,79.52,1
4794,681,3.75,5.18,1.65,76.75,83.75,1
4795,585,3.96,14.61,2.52,74.30,83.57,1
4796,739,2.03,7.05,1.70,76.92,89.69,1
4797,793,2.93,4.20,1.33,74.98,80.61,1
4798,1194,4.71,4.99,1.38,75.56,74.67,1
4799,794,1.92,3.69,2.21,75.60,87.84,0
4800,1163,3.97,4.29,1.61,76.40,88.60,0
4801,1292,3.23,3.24,1.74,75.98,74.34,0
4802,423,4.65,7.76,3.09,73.22,69.98,1
4803,394,4.04,3.19,2.61,80.15,77.91,1
4804,751,2.00,8.93,1.48,77.45,78.94,0
4805,1280,3.42,7.51,1.57,79.94,85.20,1
4806,700,3.97,1.81,2.36,77.41,82.64,0
4807,520,4.40,6.02,0.92,76.97,75.28,1
4808,520,2.83,6.41,3.33,75.72,86.53,1
4809,848,5.14,6.15,1.07,76.19,73.18,1
4810,711,5.23,3.94,2.78,81.33,86.21,1
4811,441,1.80,4.39,1.48,76.89,69.61,1
4812,573,4.54,15.46,1.77,80.88,93.59,0
4813,454,2.45,6.61,3.03,74.42,72.91,1
4814,540,2.71,5.52,2.28,77.68,83.70,1
4815,485,5.62,4.22,3.02,76.91,74.35,1
4816,1160,2.17,7.00,2.00,76.11,88.07,0
4817,681,4.36,7.65,1.86,79.99,69.34,1
4818,778,4.57,5.51,2.69,81.08,84.24,1
4819,674,2.67,7.24,1.57,74.16,74.35,1
4820,617,2.33,6.26,5.27,73.50,70.04,1
4821,675,3.05,6.41,3.25,74.69,77.18,1
4822,1020,4.76,7.14,2.38,76.28,65.66,1
4823,1118,1.69,2.93,3.05,73.71,81.72,1
4824,1197,2.77,6.13,3.47,82.17,80.19,0
4825,756,2.08,6.07,2.19,80.51,80.42,0
4826,1325,5.03,7.38,1.85,82.95,71.89,0
4827,400,2.65,5.13,1.25,76.54,77.53,1
4828,1571,2.32,3.07,1.75,84.82,79.07,0
4829,573,2.27,10.93,1.76,77.34,81.80,0
4830,554,4.93,6.88,4.46,80.62,85.46,1
4831,512,1.86,6.33,1.13,76.62,74.16,1
4832,1024,5.11,7.64,1.36,78.40,81.09,1
4833,861,2.39,3.26,1.07,75.01,77.47,0
4834,1372,3.06,5.13,4.16,87.60,78.24,1
4835,666,2.80,9.61,1.23,78.10,82.34,1
4836,783,3.29,7.43,1.73,74.30,80.70,0
4837,553,2.35,9.25,2.56,76.45,76.89,1
4838,929,3.25,4.87,1.53,77.44,77.94,0
4839,563,4.80,7.62,1.69,76.93,71.52,1
4840,500,2.01,7.12,2.71,77.13,87.38,1
4841,386,2.84,8.35,1.88,74.70,77.01,1
4842,1251,4.60,4.79,5.97,84.71,89.03,0
4843,754,1.85,5.68,1.93,81.80,77.04,1
4844,1129,3.53,4.30,0.91,75.45,77.84,1
4845,569,3.82,9.15,2.14,75.40,82.82,1
4846,663,4.11,2.35,3.68,76.57,78.97,0
4847,833,4.02,7.73,3.00,75.08,71.62,1
4848,629,1.46,3.98,2.58,76.87,73.44,1
4849,647,3.79,7.34,2.43,76.08,86.55,1
4850,1818,3.75,12.12,1.58,75.24,80.30,0
4851,700,3.53,5.09,2.34,79.03,86.03,0
4852,528,2.65,4.67,0.13,76.76,71.01,1
4853,634,4.34,4.33,1.41,77.31,73.62,0
4854,1099,4.21,4.32,1.72,83.12,81.49,0
4855,580,4.20,4.49,2.74,75.35,81.56,1
4856,495,4.80,4.83,2.64,76.34,86.67,1
4857,814,3.73,7.45,5.21,78.12,71.18,1
4858,1270,5.81,3.89,1.58,79.68,68.78,1
4859,508,3.47,6.46,1.29,76.18,74.87,0
4860,792,2.79,8.31,0.73,78.09,84.43,0
4861,837,3.86,10.00,2.70,75.27,80.50,0
4862,825,3.73,8.47,2.59,77.09,72.64,1
4863,1149,3.53,4.57,1.40,76.87,80.02,1
4864,803,2.99,10.23,0.88,76.09,76.73,0
4865,920,2.46,6.56,1.44,77.89,70.73,1
4866,553,2.40,5.32,2.90,74.96,87.07,1
4867,623,3.65,5.45,3.01,76.46,74.78,1
4868,902,4.26,5.99,2.49,76.74,72.65,1
4869,530,2.38,6.96,1.89,75.67,78.29,0
4870,629,3.65,7.06,1.95,78.03,77.48,0
4871,619,4.37,7.68,1.51,77.44,78.06,0
4872,527,2.62,6.89,1.54,82.73,87.31,0
4873,1064,2.10,9.58,1.35,77.16,70.52,0
4874,836,3.59,5.48,2.00,75.12,73.70,0
4875,797,2.95,5.82,5.80,76.79,73.94,1
4876,838,2.01,5.75,1.68,77.16,83.22,0
4877,1621,2.32,5.15,1.49,74.77,83.11,0
4878,752,3.63,6.40,3.47,75.03,75.26,1
4879,562,2.75,6.87,3.19,76.63,82.67,1
4880,514,2.56,6.12,1.16,80.34,85.48,1
4881,644,2.15,4.89,2.45,78.30,73.40,1
4882,777,3.89,12.74,1.30,77.70,77.62,1
4883,907,3.80,4.84,1.92,82.89,82.28,1
4884,963,5.47,5.47,2.43,82.70,78.94,0
4885,577,3.67,3.36,1.80,76.49,84.91,1
4886,647,4.27,4.45,2.51,77.10,77.83,1
4887,641,2.05,2.69,2.87,75.65,93.81,1
4888,2061,2.24,5.37,2.17,77.18,84.10,0
4889,833,2.44,5.63,1.29,75.35,80.03,0
4890,555,4.06,6.17,2.16,76.13,68.35,1
4891,546,3.61,6.95,3.42,75.37,86.19,1
4892,875,2.92,5.52,2.48,76.07,78.66,1
4893,632,3.11,7.48,1.44,75.28,72.41,1
4894,538,3.53,5.79,2.05,76.55,75.50,1
4895,917,4.95,3.76,2.65,78.46,83.05,1
4896,606,3.11,4.98,3.80,85.14,66.27,1
4897,1200,3.83,1.52,1.94,80.01,82.45,0
4898,1008,4.03,8.00,1.34,77.01,70.38,1
4899,664,2.01,2.25,3.05,77.16,67.97,1
4900,707,2.82,10.33,2.37,78.44,68.78,0
4901,470,4.92,7.29,3.61,77.36,75.89,1
4902,652,4.17,5.88,2.94,77.80,93.40,1
4903,1154,3.39,8.17,1.91,73.93,70.53,1
4904,708,4.66,6.52,1.35,78.45,74.75,0
4905,887,2.85,8.65,1.81,75.58,76.73,1
4906,530,4.37,10.88,1.07,86.57,75.16,1
4907,1051,2.49,4.12,2.20,81.21,76.99,0
4908,571,3.03,3.83,2.77,73.86,82.89,1
4909,1362,2.45,5.90,1.49,85.37,81.19,1
4910,789,2.36,9.98,0.94,76.63,80.68,0
4911,933,2.91,4.66,3.04,76.65,71.38,0
4912,1569,2.98,2.97,2.59,75.34,85.90,0
4913,369,2.69,9.68,3.04,76.00,83.89,1
4914,1106,4.59,6.96,1.44,74.71,70.11,0
4915,744,2.49,10.51,4.30,77.26,64.40,1
4916,1153,2.98,7.74,1.83,76.99,87.34,1
4917,599,2.86,10.51,1.96,76.58,78.75,1
4918,727,3.23,9.37,1.82,76.99,83.49,1
4919,738,5.43,6.21,2.24,77.14,79.10,0
4920,514,2.72,3.75,3.87,82.25,81.70,0
4921,668,3.54,5.21,1.02,85.52,73.42,1
4922,975,1.89,5.56,2.42,75.49,86.11,0
4923,496,2.78,7.02,2.08,76.68,75.46,1
4924,637,0.53,6.00,3.17,75.22,81.19,1
4925,589,4.20,11.25,1.84,74.64,71.53,1
4926,693,3.30,11.77,2.08,76.03,72.96,1
4927,1670,3.77,9.07,1.51,77.46,92.74,1
4928,1023,3.85,7.70,2.84,77.21,76.44,1
4929,732,2.80,6.60,2.64,78.35,76.02,1
4930,643,2.11,4.86,3.10,77.62,77.84,0
4931,718,2.46,6.99,5.53,76.61,80.89,0
4932,752,3.47,4.24,3.05,75.56,77.75,1
4933,624,3.42,5.55,1.26,77.31,78.95,0
4934,891,4.51,15.54,0.77,80.15,81.82,1
4935,954,2.68,8.28,1.86,76.23,81.76,1
4936,377,1.87,5.15,1.71,77.87,77.53,1
4937,1136,4.30,4.45,2.63,77.16,64.90,1
4938,1217,5.07,8.63,5.25,76.09,91.29,1
4939,1377,4.14,6.98,3.00,75.51,86.45,0
4940,982,4.51,5.18,1.83,77.58,89.97,0
4941,921,3.14,5.23,2.90,75.95,86.70,1
4942,661,2.59,8.00,2.24,85.10,67.04,1
4943,1308,4.94,6.08,1.46,76.06,74.64,0
4944,687,3.72,7.21,1.34,76.12,80.62,1
4945,722,4.73,3.90,0.97,76.22,74.78,0
4946,1510,4.64,5.03,1.24,74.12,80.44,0
4947,480,2.69,5.34,2.65,76.01,81.15,1
4948,643,2.72,1.78,3.21,76.31,77.73,1
4949,574,2.55,2.06,3.12,74.23,85.32,1
4950,478,2.61,7.00,2.24,75.20,84.21,1
4951,1583,2.64,9.12,1.69,84.67,72.48,1
4952,566,2.60,6.11,2.84,79.71,79.85,1
4953,675,4.05,5.22,2.26,83.67,75.61,1
4954,543,3.62,8.48,2.40,76.40,76.51,1
4955,548,2.97,4.86,1.34,75.09,82.65,1
4956,913,2.87,5.12,3.35,77.26,74.09,1
4957,504,2.06,5.48,3.15,75.56,84.26,1
4958,1098,3.60,4.77,2.07,77.81,84.61,1
4959,1318,2.33,5.92,1.60,75.22,71.50,0
4960,655,2.30,7.07,2.70,76.87,80.55,1
4961,868,3.38,7.10,4.50,77.57,77.26,1
4962,387,3.45,12.94,3.14,75.54,75.62,1
4963,1035,2.43,4.31,1.62,75.44,75.72,0
4964,771,5.48,5.82,2.38,76.70,81.70,0
4965,823,4.34,8.55,6.02,74.05,83.34,1
4966,893,3.12,5.45,1.80,77.62,91.40,0
4967,492,3.80,4.14,1.87,76.57,73.70,1
4968,581,4.48,8.53,1.93,76.85,77.93,0
4969,779,3.39,7.12,1.22,76.64,80.31,1
4970,998,4.05,9.73,0.86,75.88,85.92,0
4971,902,2.30,14.13,3.17,74.23,83.21,0
4972,972,2.97,5.03,3.23,78.02,84.64,0
4973,1295,4.63,7.53,1.13,76.71,78.46,1
4974,852,2.63,7.24,5.25,74.62,80.88,0
4975,777,3.87,7.43,2.39,83.48,84.04,1
4976,642,3.59,12.32,2.56,76.67,78.90,0
4977,525,3.58,3.18,2.21,75.89,72.57,0
4978,399,4.49,6.60,4.64,76.43,82.12,1
4979,598,2.75,5.69,3.02,73.86,79.45,1
4980,753,2.58,6.76,0.73,77.76,72.62,0
4981,787,4.83,3.72,1.71,76.83,73.90,0
4982,1080,2.08,10.15,2.26,80.05,74.67,0
4983,1241,2.69,6.76,3.23,76.57,78.08,1
4984,956,4.22,7.41,1.80,75.83,69.94,1
4985,1121,4.52,7.12,1.18,76.58,65.56,1
4986,845,3.29,6.95,2.06,77.09,71.12,1
4987,1054,4.02,15.74,3.27,77.13,82.46,0
4988,550,3.16,8.52,2.13,78.02,69.01,0
4989,801,2.58,3.56,1.21,74.39,76.90,1
4990,460,3.53,5.38,3.20,76.55,71.05,1
4991,1306,4.53,5.35,2.68,75.64,72.77,0
4992,547,2.57,5.01,2.18,81.94,73.90,1
4993,1072,3.34,6.01,4.75,75.73,73.87,0
4994,1036,3.56,2.43,1.90,76.31,76.97,0
4995,444,2.38,5.48,2.30,73.31,70.07,1
4996,562,4.64,6.34,2.95,79.47,79.73,1
4997,526,4.22,4.11,3.12,76.17,74.50,0
4998,629,2.75,4.80,2.28,75.57,78.28,1
4999,973,2.92,4.15,1.38,77.01,80.94,1
5000,913,3.57,4.99,3.22,76.66,86.40,1
5001,880,3.88,8.00,3.30,77.95,85.74,0
5002,934,4.39,10.07,5.57,76.60,86.47,0
5003,1342,4.35,5.27,2.62,86.42,75.93,0
5004,863,4.26,3.88,1.93,84.24,72.82,0
5005,473,3.82,8.03,2.53,75.63,89.61,1
5006,576,2.67,4.52,1.23,77.19,81.68,1
5007,486,2.07,1.91,2.24,85.11,78.58,1
5008,633,2.16,15.12,1.61,77.05,75.56,1
5009,1073,4.59,5.82,1.00,75.38,73.50,1
5010,1342,4.82,8.58,2.53,75.00,68.67,0
5011,532,2.08,8.59,2.20,76.25,76.64,1
5012,959,2.51,4.14,1.85,74.26,79.47,1
5013,477,4.25,4.66,1.64,75.18,77.53,1
5014,915,1.74,4.66,2.63,75.86,80.45,0
5015,863,2.93,9.28,1.03,75.85,69.53,1
5016,764,2.47,9.30,1.93,83.04,66.29,0
5017,724,3.25,4.57,2.06,74.04,77.57,1
5018,794,3.42,5.68,3.24,77.51,83.85,1
5019,1000,2.66,6.70,3.47,73.46,84.69,0
5020,1118,5.30,13.79,1.79,76.73,79.63,1
5021,518,3.20,6.63,1.00,75.66,81.43,1
5022,603,3.19,6.25,2.10,76.69,73.40,1
5023,781,4.00,4.21,2.52,77.19,78.21,1
5024,445,3.55,8.13,3.35,73.83,73.44,0
5025,1177,3.66,5.84,4.91,76.43,77.38,0
5026,875,2.14,6.31,3.22,74.31,85.80,1
5027,650,4.47,3.85,3.13,77.18,82.88,1
5028,550,2.64,3.68,1.38,78.05,79.44,0
5029,702,2.12,4.63,2.35,77.74,72.23,0
5030,411,3.94,6.08,3.95,86.06,89.37,1
5031,753,2.72,6.03,2.13,80.38,78.75,1
5032,1317,2.87,5.91,3.78,77.39,69.73,0
5033,577,2.12,7.81,3.41,76.21,83.92,1
5034,1625,2.73,9.33,2.72,77.49,71.91,1
5035,509,1.99,6.98,2.71,87.99,77.81,1
5036,889,3.90,3.19,2.66,75.75,89.09,0
5037,775,2.98,5.29,2.32,76.33,81.51,0
5038,542,4.91,5.53,3.64,76.52,82.20,1
5039,1241,4.82,6.45,2.24,74.69,81.11,1
5040,899,3.69,5.72,2.84,75.59,74.36,0
5041,652,2.65,3.05,6.28,77.92,75.07,0
5042,631,2.68,4.41,1.95,76.52,68.50,1
5043,788,3.61,7.27,1.73,87.35,90.78,1
5044,696,2.95,5.30,1.56,77.06,78.32,0
5045,995,2.78,12.40,1.19,77.13,74.14,1
5046,913,3.07,5.14,1.95,77.71,85.15,0
5047,422,4.86,7.41,1.07,74.70,87.22,1
5048,842,3.97,5.89,0.98,76.36,81.24,1
5049,917,2.78,3.29,1.51,82.12,72.54,0
5050,962,4.39,2.74,1.86,74.77,81.83,0
5051,424,2.65,3.04,3.03,78.29,85.73,1
5052,824,2.36,4.72,2.65,76.27,89.98,0
5053,925,4.27,2.54,2.40,77.09,78.73,1
5054,468,2.29,7.10,3.14,76.13,92.07,1
5055,677,3.68,4.73,2.33,83.90,67.34,1
5056,1673,2.55,5.42,2.35,75.32,81.54,1
5057,1039,3.06,8.72,1.70,75.84,86.97,1
5058,1116,3.76,4.35,3.13,74.53,81.76,0
5059,700,2.21,5.04,2.81,77.21,80.71,0
5060,740,2.91,5.83,1.47,84.27,78.65,1
5061,495,4.31,5.21,2.46,74.20,63.24,1
5062,453,4.61,8.63,1.49,81.92,80.96,1
5063,861,4.08,6.00,2.27,79.53,89.49,1
5064,648,3.75,5.90,4.36,76.15,69.41,0
5065,1264,3.30,5.86,2.19,86.62,74.98,1
5066,510,3.42,8.98,1.83,75.89,86.52,1
5067,1185,3.76,10.67,2.25,78.49,75.17,0
5068,567,4.98,8.83,3.10,74.78,90.57,1
5069,620,4.80,17.87,3.34,76.84,74.39,0
5070,645,3.90,9.63,1.93,77.68,75.24,1
5071,720,5.51,4.94,2.84,75.74,68.80,1
5072,1173,3.75,7.11,0.92,76.91,79.58,1
5073,1258,3.12,4.58,1.38,76.22,77.90,0
5074,895,2.11,5.21,1.89,85.87,75.12,1
5075,1180,4.76,7.08,2.11,85.97,77.67,0
5076,723,3.21,2.79,2.52,76.50,76.13,1
5077,1484,4.70,7.10,1.34,74.22,68.96,1
5078,919,3.62,5.62,3.02,76.92,78.00,1
5079,578,2.41,5.49,2.17,83.45,89.72,1
5080,652,4.26,6.58,1.38,75.36,72.62,1
5081,676,1.92,6.50,2.31,76.23,78.79,0
5082,1109,3.34,6.26,2.53,78.07,82.82,1
5083,735,3.26,5.64,0.95,83.11,79.17,1
5084,860,3.65,3.56,1.61,79.38,79.83,0
5085,774,5.26,13.80,2.82,73.75,70.60,1
5086,436,2.35,3.31,2.51,76.90,84.07,1
5087,824,2.01,3.84,2.44,81.09,79.71,0
5088,1251,3.74,5.82,3.39,77.43,68.23,1
5089,633,3.37,6.82,1.58,74.92,78.53,1
5090,659,4.95,5.94,1.62,75.81,64.80,0
5091,710,4.75,5.26,2.94,75.11,72.45,0
5092,526,2.39,4.44,4.48,76.93,89.97,1
5093,949,3.43,5.30,2.03,77.55,79.67,1
5094,678,0.48,9.16,3.78,75.92,69.48,1
5095,480,3.23,7.31,2.58,82.07,79.58,0
5096,845,2.18,11.86,1.93,81.54,77.45,0
5097,1187,2.58,5.04,2.26,85.11,77.43,0
5098,895,4.80,6.35,4.46,76.82,71.31,0
5099,570,3.59,9.51,2.61,75.48,84.72,1
5100,722,2.15,4.91,1.78,74.49,68.10,1
5101,764,2.44,7.43,4.30,76.24,78.88,0
5102,518,2.37,5.18,5.21,83.40,77.98,0
5103,542,2.75,5.69,3.05,81.15,65.58,1
5104,678,3.99,3.91,1.88,76.58,77.18,1
5105,518,3.78,2.99,2.06,76.48,82.56,1
5106,189,3.23,7.55,2.98,75.92,77.80,1
5107,661,3.33,5.90,1.91,74.97,83.46,1
5108,516,2.09,4.56,5.36,73.48,82.59,1
5109,1572,3.08,11.56,1.65,76.95,77.54,1
5110,560,3.92,6.49,3.56,86.65,89.58,1
5111,993,2.03,5.04,3.31,74.13,81.51,1
5112,880,3.66,3.71,1.43,75.50,78.39,0
5113,383,2.45,4.52,1.68,75.25,86.46,1
5114,652,4.09,6.86,2.80,77.03,75.38,0
5115,823,2.38,2.60,1.98,73.11,76.90,1
5116,824,3.47,6.22,1.34,76.93,80.77,0
5117,872,2.21,6.48,3.18,76.93,72.05,0
5118,1047,2.72,4.75,2.97,76.66,81.69,0
5119,429,3.38,3.56,2.69,77.96,93.98,0
5120,701,3.28,7.98,1.66,76.23,77.95,1
5121,807,2.22,6.58,1.53,77.29,76.50,0
5122,426,4.95,11.62,3.16,76.46,85.78,1
5123,1035,3.50,10.84,2.52,76.68,79.04,1
5124,734,4.79,5.02,1.60,76.18,83.68,1
5125,540,5.37,5.94,1.36,77.26,81.57,1
5126,688,3.94,8.74,2.24,77.30,78.91,1
5127,1374,4.64,7.07,1.60,78.19,74.45,0
5128,434,2.88,7.33,3.52,74.29,73.60,1
5129,518,1.01,5.05,3.46,77.04,72.03,1
5130,757,2.86,6.12,1.90,76.11,81.54,1
5131,974,4.37,6.97,6.88,75.50,83.01,0
5132,433,2.75,13.30,1.40,83.97,79.52,1
5133,719,4.58,5.25,2.03,79.96,73.66,1
5134,661,2.26,5.79,5.57,77.88,71.81,0
5135,395,3.04,4.70,1.38,74.46,75.78,1
5136,448,2.25,5.19,3.24,81.03,79.03,1
5137,451,2.61,10.48,4.59,78.36,77.34,1
5138,608,4.98,7.79,2.07,77.13,73.91,0
5139,799,2.31,7.87,2.41,76.16,76.98,0
5140,922,2.91,10.87,2.07,78.45,67.99,1
5141,682,2.98,5.17,1.98,77.79,74.32,1
5142,985,2.91,4.23,1.80,80.36,91.84,0
5143,512,2.43,7.15,2.88,74.54,68.68,1
5144,728,2.56,6.16,1.99,74.32,75.15,1
5145,1299,3.18,2.33,1.57,83.25,74.09,0
5146,498,2.65,7.63,1.25,77.41,72.43,1
5147,700,2.43,6.13,2.88,76.17,73.30,1
5148,583,5.16,6.36,3.49,80.17,74.14,1
5149,746,2.16,4.15,3.18,75.52,90.77,0
5150,737,3.84,9.07,1.17,77.10,86.97,1
5151,719,3.87,8.30,1.67,75.21,73.59,0
5152,989,3.09,7.21,4.80,75.62,73.52,1
5153,825,3.59,5.34,2.19,83.05,83.55,1
5154,994,3.71,6.32,2.07,78.38,70.55,0
5155,435,2.45,5.66,2.68,86.73,71.74,1
5156,966,4.39,6.47,0.98,74.98,67.84,0
5157,721,5.29,3.84,2.42,77.21,77.80,1
5158,654,3.11,4.73,2.78,76.73,88.01,0
5159,553,2.80,11.32,2.56,73.67,75.84,1
5160,907,2.70,8.41,0.33,78.93,78.63,1
5161,1021,2.36,6.29,3.01,75.99,88.53,1
5162,872,2.92,6.55,1.54,75.30,80.80,0
5163,698,3.30,6.10,3.44,77.15,72.26,1
5164,577,2.08,6.30,2.09,77.42,82.04,1
5165,969,2.58,8.16,2.09,83.94,81.04,1
5166,840,2.49,5.57,2.08,77.26,80.27,1
5167,566,4.06,4.44,3.01,76.29,75.02,0
5168,756,3.16,9.43,3.02,78.02,87.62,1
5169,973,3.66,4.95,2.91,74.64,80.17,1
5170,396,3.50,11.76,1.73,77.98,77.28,1
5171,1047,4.53,9.85,1.44,77.49,85.09,1
5172,573,4.87,2.83,1.70,78.23,83.64,1
5173,557,2.18,5.41,2.75,81.21,83.91,0
5174,1194,3.01,1.71,2.06,74.64,79.85,0
5175,993,2.43,4.95,1.68,75.96,77.69,1
5176,837,2.25,6.23,2.85,74.38,78.82,1
5177,1093,2.56,4.61,1.75,85.73,92.20,1
5178,1427,4.81,11.76,2.88,77.97,80.24,1
5179,804,2.45,8.63,1.51,75.27,71.35,1
5180,678,2.27,4.39,1.61,77.66,89.25,1
5181,1067,4.03,5.94,3.46,76.27,91.96,1
5182,702,4.17,0.67,2.90,74.89,74.08,0
5183,617,3.46,6.34,1.50,73.98,67.66,1
5184,569,2.19,6.42,1.47,74.72,73.63,1
5185,919,3.56,6.85,2.18,83.97,78.39,0
5186,548,4.84,6.12,3.18,76.49,66.14,1
5187,781,4.58,6.71,1.63,77.14,79.85,1
5188,603,3.09,5.63,2.65,76.20,75.04,1
5189,462,2.50,4.61,2.85,77.42,77.20,1
5190,891,4.68,5.88,0.90,78.19,78.25,1
5191,948,4.94,8.39,1.45,78.22,66.35,1
5192,745,3.73,6.30,1.78,75.73,77.57,1
5193,799,2.30,7.71,2.34,78.07,82.54,0
5194,469,4.54,10.77,4.94,73.78,72.35,1
5195,687,3.59,7.44,1.94,76.66,76.61,1
5196,907,4.93,4.81,1.53,77.65,77.10,1
5197,1027,4.20,5.86,2.57,75.90,78.74,1
5198,411,2.62,7.66,1.58,77.03,76.45,1
5199,444,2.16,6.73,2.41,77.32,85.30,1
5200,590,2.31,6.17,2.06,77.15,72.58,1
5201,722,3.39,6.29,1.96,75.65,83.16,1
5202,625,3.64,5.29,3.08,85.64,82.28,0
5203,723,4.31,4.36,1.69,75.76,74.89,1
5204,799,5.87,7.15,3.43,78.06,74.64,1
5205,1162,2.70,5.36,1.78,74.38,68.15,1
5206,1436,3.70,4.25,1.63,78.07,76.66,0
5207,676,4.59,6.11,1.85,77.53,73.90,1
5208,503,2.08,4.59,2.18,76.39,80.42,1
5209,897,2.32,7.47,1.74,78.05,83.01,1
5210,1034,4.93,6.46,3.10,77.82,80.67,1
5211,961,2.77,4.41,2.29,76.45,77.15,0
5212,710,3.14,4.38,4.57,76.64,85.73,0
5213,990,3.07,10.01,3.43,77.90,76.40,1
5214,871,2.23,4.23,1.50,76.60,83.73,0
5215,542,3.92,7.33,1.13,75.93,82.77,1
5216,604,3.62,6.72,1.31,76.26,74.05,1
5217,819,3.04,1.76,3.17,77.53,83.44,0
5218,842,3.58,7.56,3.19,73.06,75.19,1
5219,981,2.82,8.14,2.75,81.92,68.50,0
5220,1160,2.50,4.64,1.86,74.03,68.69,1
5221,746,5.14,6.24,1.59,76.34,80.70,1
5222,557,3.91,6.81,1.62,83.72,74.31,1
5223,637,3.80,6.50,3.27,76.18,78.10,1
5224,1177,3.28,8.79,1.55,73.35,74.99,0
5225,624,3.44,7.72,1.55,85.20,76.27,1
5226,467,2.50,4.69,3.17,75.73,74.54,0
5227,996,3.19,5.18,6.33,76.67,92.90,0
5228,942,3.18,6.28,2.62,74.98,86.62,0
5229,800,2.99,4.59,2.31,75.16,74.99,0
5230,826,4.88,6.58,5.84,75.60,86.46,1
5231,472,4.22,5.95,2.28,78.48,76.61,1
5232,697,1.90,5.62,0.72,75.77,68.16,0
5233,778,2.31,6.60,1.30,77.21,69.62,1
5234,801,2.14,8.44,2.16,77.65,75.36,1
5235,546,4.45,12.47,2.63,76.75,84.58,1
5236,1034,3.04,7.49,1.99,76.66,89.39,0
5237,900,4.56,4.97,1.74,75.29,73.58,1
5238,610,4.85,9.20,2.86,77.22,84.80,0
5239,1366,4.61,5.46,2.13,76.49,69.36,1
5240,879,3.27,6.95,3.37,74.18,87.32,1
5241,735,2.36,5.40,3.69,77.31,88.94,1
5242,763,3.54,4.71,1.32,77.21,90.20,0
5243,812,4.58,10.63,5.94,76.94,84.97,1
5244,462,4.73,5.12,1.47,79.98,71.19,1
5245,842,3.02,8.07,2.50,77.53,75.15,1
5246,1065,4.02,3.41,1.85,76.76,82.99,1
5247,774,2.78,4.51,2.12,76.08,82.17,1
5248,398,2.47,4.53,1.58,76.55,93.78,1
5249,870,2.47,7.62,2.56,74.19,75.00,0
5250,1458,3.09,6.66,2.07,75.91,82.32,1
5251,649,2.54,4.06,1.84,74.88,75.81,0
5252,699,3.72,11.55,1.67,79.45,68.48,0
5253,1224,2.39,8.13,5.38,76.49,75.17,0
5254,798,5.79,6.73,1.82,77.60,79.91,1
5255,469,4.17,7.82,1.98,78.24,77.31,1
5256,887,3.84,6.05,2.46,74.62,83.97,1
5257,777,3.31,7.43,1.77,83.57,75.79,0
5258,951,2.38,3.59,2.02,75.52,74.84,0
5259,907,5.65,8.05,4.84,76.61,85.00,1
5260,665,2.53,6.43,2.81,76.64,79.56,0
5261,463,2.57,6.25,3.08,74.41,68.77,1
5262,129,3.21,7.38,1.02,85.67,85.25,1
5263,564,4.92,4.30,3.74,76.05,70.79,1
5264,766,4.85,6.41,3.06,75.17,81.44,1
5265,453,1.85,14.59,2.34,75.73,75.13,1
5266,508,2.11,7.53,1.63,80.93,89.34,0
5267,876,5.43,3.15,1.94,76.10,84.15,1
5268,401,1.89,11.54,3.45,88.42,93.77,1
5269,787,4.00,12.11,2.39,76.62,78.53,0
5270,508,2.00,1.61,2.91,74.82,82.30,1
5271,695,3.46,9.84,1.62,74.56,69.44,1
5272,629,5.54,5.02,0.25,77.10,74.46,1
5273,355,1.89,5.97,1.41,83.74,79.75,0
5274,511,2.07,7.40,0.22,77.82,72.64,0
5275,854,3.13,4.84,2.93,76.04,79.49,0
5276,1029,4.51,5.96,4.35,73.67,80.40,1
5277,944,3.34,6.43,4.80,78.89,88.97,1
5278,423,2.58,7.19,1.36,84.05,82.59,1
5279,592,4.86,5.61,0.92,75.62,75.37,1
5280,796,4.03,3.12,5.61,77.63,79.23,1
5281,546,3.82,6.73,4.74,77.98,77.42,0
5282,506,4.03,7.68,5.19,79.47,68.09,1
5283,872,3.58,10.97,2.58,87.14,89.36,1
5284,530,2.83,5.63,2.95,75.10,74.23,0
5285,487,4.23,6.63,1.85,76.59,70.92,1
5286,1015,2.18,5.77,4.07,78.28,73.49,1
5287,783,1.76,4.30,3.72,79.86,91.58,1
5288,592,2.57,13.77,1.42,77.23,66.03,1
5289,667,3.37,6.90,1.44,76.79,83.57,1
5290,627,2.19,14.07,4.37,76.25,82.75,0
5291,1306,2.83,7.79,1.09,77.19,79.42,0
5292,746,2.75,7.23,1.85,77.28,82.59,0
5293,450,2.10,4.24,2.38,78.07,81.80,0
5294,748,3.80,6.26,2.61,76.33,68.19,0
5295,726,3.13,6.00,1.99,77.44,77.74,0
5296,1013,4.45,6.95,1.07,75.55,80.13,1
5297,529,2.50,5.34,6.01,77.10,84.22,0
5298,816,1.91,9.22,2.17,77.28,79.92,1
5299,499,3.84,8.26,2.94,75.48,68.65,1
5300,515,4.48,10.31,2.41,77.72,71.12,1
5301,461,4.76,7.64,3.21,84.12,67.98,1
5302,700,3.38,3.99,1.39,81.58,79.53,0
5303,605,4.27,6.84,1.65,78.31,80.02,1
